 DEA,QDEA1,QDEA2,
  0.55369970,  0.63019455,  0.65950443,
  0.59806691,  0.67392071,  0.69442572,
  0.46772998,  0.52626748,  0.54539086,
  0.58173913,  0.65494238,  0.68019846,
  0.58295061,  0.65962997,  0.68519686,
  0.52477117,  0.59819251,  0.62011367,
  0.51938530,  0.58407674,  0.60266729,
  0.65526029,  0.87253431,  0.92975176,
  0.45539966,  0.60640303,  0.64616861,
  0.48982795,  0.55465776,  0.57662101,
  0.69496231,  0.77987100,  0.81399468,
  0.55490192,  0.62688058,  0.65257445,
  0.53958992,  0.60678575,  0.62367091,
  0.65842274,  0.74062791,  0.76435244,
  0.62115852,  0.68959787,  0.73190898,
  0.68310354,  0.77249058,  0.80230814,
  0.59636445,  0.67153110,  0.69744767,
  0.67949513,  0.76428867,  0.78451067,
  0.64117680,  0.72064947,  0.75024431,
  0.65241358,  0.72270316,  0.76750900,
  0.61023074,  0.69859164,  0.72737723,
  0.80146194,  0.92306861,  0.97023970,
  0.56527791,  0.67076420,  0.71477760,
  0.52223653,  0.58754679,  0.60886190,
  0.51095479,  0.57847644,  0.60098091,
  0.50664718,  0.57543297,  0.59588334,
  0.52927122,  0.59528265,  0.61159038,
  0.73876085,  0.82015764,  0.87047940,
  0.57364505,  0.64792812,  0.67178354,
  0.51899105,  0.58414186,  0.60664128,
  0.60839772,  0.68840410,  0.71508089,
  0.55913760,  0.62876892,  0.64622007,
  0.55464454,  0.62430819,  0.64836097,
  0.55623789,  0.62550861,  0.64284971,
  0.62880175,  0.79359852,  0.84563967,
  0.60588120,  0.67806578,  0.70770808,
  0.67321541,  0.75736987,  0.78166912,
  0.58645427,  0.67066743,  0.69813040,
  0.49539179,  0.57287949,  0.60190287,
  0.53413173,  0.60364729,  0.62587550,
  0.60547505,  0.76745964,  0.81778670,
  0.50676704,  0.57038061,  0.59234953,
  0.57823678,  0.68113940,  0.72550039,
  0.61611205,  0.69627258,  0.72160169,
  0.64424825,  0.72565295,  0.75546782,
  0.51592863,  0.58709781,  0.61438641,
  0.58482480,  0.66337889,  0.68977467,
  0.57588030,  0.64808747,  0.66889833,
  0.54102787,  0.67693287,  0.72132353,
  0.60539045,  0.69586287,  0.71981550,
  0.65069052,  0.77560891,  0.82733181,
  0.67585076,  0.74827513,  0.79396502,
  0.57469147,  0.65705014,  0.68890714,
  0.49724009,  0.57150675,  0.60057036,
  0.62375388,  0.70162613,  0.72016273,
  0.59150372,  0.66754652,  0.68947215,
  0.64407049,  0.72692692,  0.75081296,
  0.73296140,  0.81359435,  0.86351341,
  0.76069275,  0.84450601,  0.89632169,
  0.79487253,  1.05843977,  1.12784820,
  0.60543792,  0.68105344,  0.70287922,
  0.69706949,  0.77387272,  0.82135461,
  0.49602462,  0.55844256,  0.57997749,
  0.65738144,  0.73959651,  0.76334051,
  0.63475451,  0.71468700,  0.74225678,
  0.47606244,  0.61714959,  0.65761990,
  0.58380829,  0.66022680,  0.68419169,
  0.61819790,  0.70124313,  0.72736037,
  0.57414863,  0.65472271,  0.67875115,
  0.68422768,  0.75860745,  0.80515272,
  0.67203991,  0.89039945,  0.94878843,
  0.57283112,  0.64647073,  0.67058599,
  0.62060279,  0.76232164,  0.81231177,
  0.60462594,  0.68713078,  0.71565652,
  0.62494184,  0.70930094,  0.73446111,
  0.63483041,  0.76039833,  0.81187752,
  0.60384173,  0.68578414,  0.71417109,
  0.59223594,  0.66622698,  0.68378583,
  0.82049548,  0.90902403,  0.96479829,
  0.55858313,  0.62814537,  0.64558025,
  0.69636580,  0.79596439,  0.82850797,
  0.62982588,  0.75142448,  0.80169236,
  0.64585623,  0.71701678,  0.76101021,
  0.66710269,  0.75372636,  0.78147920,
  0.66233591,  0.78849252,  0.84084571,
  0.62701602,  0.70509976,  0.72469693,
  0.64592115,  0.72664046,  0.74577481,
  0.69320982,  0.76958780,  0.81680678,
  0.54003002,  0.60823903,  0.62665172,
  0.62189923,  0.71168834,  0.74629997,
  0.47445072,  0.53837129,  0.55745611,
  0.62273765,  0.71153095,  0.74058781,
  0.67923414,  0.83191240,  0.88642180,
  0.45277458,  0.59059796,  0.62932711,
  0.51222472,  0.58223121,  0.60824186,
  0.67998232,  0.77525912,  0.81241800,
  0.60892573,  0.67418510,  0.72060846,
  0.70446164,  0.79247239,  0.81335948,
  0.73294451,  0.83870053,  0.87310830,
  0.77344338,  0.88193169,  0.92422812,
  0.62644830,  0.71311278,  0.74174364,
  0.47711091,  0.53667297,  0.55386195,
  0.60347850,  0.67863135,  0.69748199,
  0.54634043,  0.62515368,  0.65079842,
  0.62992177,  0.70956375,  0.73653833,
  0.56405642,  0.63866706,  0.66353221,
  0.51084813,  0.56600901,  0.60101666,
  0.63485801,  0.70353546,  0.74670172,
  0.56561953,  0.68016302,  0.72656325,
  0.51211482,  0.57648435,  0.59870266,
  0.69109106,  0.77718644,  0.80195980,
  0.63878836,  0.73208366,  0.76232508,
  0.48018114,  0.58202706,  0.61990008,
  0.59266581,  0.66775056,  0.68804004,
  0.66287376,  0.74542452,  0.76608192,
  0.59759335,  0.67395197,  0.69914583,
  0.61597689,  0.69308088,  0.71827524,
  0.60153737,  0.69779387,  0.73320483,
  0.43810090,  0.49341253,  0.51247060,
  0.55189060,  0.62066815,  0.64033175,
  0.63434017,  0.71556834,  0.73901327,
  0.72069093,  0.81053130,  0.83644287,
  0.64120092,  0.77805565,  0.82873334,
  0.63195779,  0.78432454,  0.83575754,
  0.55254715,  0.67036444,  0.71402118,
  0.50227464,  0.56181462,  0.58642035,
  0.67285984,  0.75695914,  0.78124120,
  0.58804144,  0.66232169,  0.68751486,
  0.60283292,  0.68697420,  0.71210641,
  0.75831883,  0.87591396,  0.92022696,
  0.64788204,  0.84457429,  0.89995824,
  0.55483645,  0.68369692,  0.72853114,
  0.65936786,  0.74658582,  0.77565256,
  0.54638525,  0.61497843,  0.63254428,
  0.61559466,  0.79439445,  0.84648779,
  0.65066091,  0.73353884,  0.76129106,
  0.57468854,  0.75784930,  0.80754615,
  0.58374050,  0.70083208,  0.74850284,
  0.56050338,  0.63030470,  0.64780188,
  0.54927701,  0.63285277,  0.66521683,
  0.81087485,  0.92474126,  0.96173927,
  0.59797897,  0.67553180,  0.69781921,
  0.58063351,  0.67280107,  0.70692808,
  0.64313110,  0.83916976,  0.89419930,
  0.62872587,  0.70749419,  0.73285757,
  0.63452592,  0.73005583,  0.75520892,
  0.58102860,  0.64731120,  0.67649921,
  0.60387745,  0.67907850,  0.70050765,
  0.63608553,  0.70616954,  0.74949742,
  0.74793496,  0.83034256,  0.88128923,
  0.56664516,  0.63757280,  0.66074842,
  0.63319055,  0.72859976,  0.76576547,
  0.81277832,  0.90233037,  0.95769393,
  0.76746914,  0.86312660,  0.89046116,
  0.69701483,  0.77236131,  0.81975046,
  0.66959385,  0.75443372,  0.78543278,
  0.70194825,  0.79208879,  0.82164728,
  0.62700715,  0.70733843,  0.73375566,
  0.70344916,  0.84668543,  0.90454310,
  0.54550964,  0.61517741,  0.63817825,
  0.61448458,  0.73890529,  0.78931058,
  0.57406652,  0.64584710,  0.66926902,
  0.70098956,  0.77822471,  0.82597362,
  0.66714832,  0.74065484,  0.78609860,
  0.70551615,  0.80851432,  0.84800154,
  0.89570126,  1.00782778,  1.04446962,
  0.68878460,  0.78194074,  0.80969512,
  0.69321799,  0.78368031,  0.81211824,
  0.69044878,  0.91939075,  0.97968087,
  0.72367606,  0.81460850,  0.84807464,
  0.53064556,  0.60605966,  0.63077810,
  0.67583215,  0.77922915,  0.81856429,
  0.56891615,  0.65440013,  0.67693298,
  0.64198790,  0.72321260,  0.75069359,
  0.56442834,  0.63529990,  0.65977263,
  0.63774047,  0.71732323,  0.73630280,
  0.56461462,  0.63505889,  0.65187231,
  0.67738934,  0.76652379,  0.79436063,
  0.69082291,  0.77695087,  0.80179301,
  0.68616008,  0.77348565,  0.79706457,
  0.60700880,  0.68615015,  0.71117902,
  0.68661703,  0.91428846,  0.97424399,
  0.68251955,  0.77852835,  0.80711466,
  0.61273806,  0.69500586,  0.72265474,
  0.69724271,  0.78407350,  0.80580556,
  0.77089980,  0.85583767,  0.90834862,
  0.85969577,  0.96696063,  0.99255752,
  0.63891436,  0.71904002,  0.74482479,
  0.65860753,  0.74137380,  0.76257174,
  0.54693624,  0.62001712,  0.64462520,
  0.63841105,  0.73617844,  0.77334627,
  0.55566465,  0.62489451,  0.64470533,
  0.68322281,  0.78057674,  0.80735208,
  0.61335997,  0.68976000,  0.71164057,
  0.59765164,  0.67451570,  0.69934532,
  0.49806993,  0.56911073,  0.59662171,
  0.52978515,  0.60534999,  0.63461290,
  0.64363674,  0.72431182,  0.75028168,
  0.58738027,  0.65093120,  0.69086987,
  0.64878500,  0.74060285,  0.77624993,
  0.69477454,  0.77132491,  0.81865048,
  0.65678693,  0.73859743,  0.76202632,
  0.73550005,  0.83016531,  0.85745211,
  0.52249591,  0.59193994,  0.61547479,
  0.60489765,  0.71810794,  0.76531293,
  0.66025569,  0.74284432,  0.76980613,
  0.64919690,  0.73013636,  0.75018769,
  0.76042861,  0.89957305,  0.95417512,
  0.64293829,  0.72401439,  0.74588862,
  0.65619729,  0.73805783,  0.75760617,
  0.49159309,  0.55480959,  0.57523264,
  0.68749493,  0.78389170,  0.81265540,
  0.71221006,  0.94836773,  1.01055805,
  0.67237587,  0.75321132,  0.78606937,
  0.65744975,  0.73932392,  0.75985515,
  0.70046955,  0.79720530,  0.83427712,
  0.66340644,  0.74820614,  0.77617213,
  0.64707812,  0.73528320,  0.76579108,
  0.83096695,  0.94253769,  0.97763250,
  0.64569059,  0.72889581,  0.75880132,
  0.54261107,  0.61030314,  0.62646663,
  0.56428855,  0.64600403,  0.67745780,
  0.53909996,  0.61031297,  0.63248492,
  0.67614002,  0.77026455,  0.79780758,
  0.80087931,  0.90473185,  0.93457913,
  0.63783705,  0.73129944,  0.76706570,
  0.73203380,  0.82592249,  0.85301025,
  0.93208475,  1.03478201,  1.09827230,
  0.73000201,  0.97205921,  1.03580312,
  0.67571163,  0.78489660,  0.82894703,
  0.59260538,  0.74884193,  0.79794811,
  0.66202016,  0.74688036,  0.77476942,
  0.51870068,  0.58777995,  0.61119525,
  0.62621957,  0.81278969,  0.86608932,
  0.81010421,  0.89866405,  0.95380266,
  0.65644744,  0.73833245,  0.75789340,
  0.60876282,  0.69917908,  0.73411014,
  0.57208642,  0.64317074,  0.66958595,
  0.52591861,  0.59146184,  0.61036365,
  0.77203937,  0.88686036,  0.93118995,
  0.58892791,  0.73896016,  0.78741833,
  0.65368568,  0.73547965,  0.75910691,
  0.69111197,  0.77749435,  0.80566654,
  0.61072818,  0.68586042,  0.71401958,
  0.59905800,  0.67637929,  0.70127997,
  0.61545545,  0.70468613,  0.72887007,
  0.67940411,  0.77165266,  0.79907730,
  0.59024249,  0.67357206,  0.70596399,
  0.63404348,  0.71728996,  0.74505096,
  0.54511551,  0.61366890,  0.63732640,
  0.69233673,  0.86429379,  0.92097086,
  0.68531928,  0.77066145,  0.79513960,
  0.66700131,  0.77123206,  0.81029829,
  0.80729539,  0.91361788,  0.94906469,
  0.65811894,  0.74216698,  0.77264684,
  0.65869372,  0.74388744,  0.77127498,
  0.65854472,  0.74212333,  0.76471632,
  0.61655993,  0.69676672,  0.72242356,
  0.70572009,  0.79426207,  0.82484633,
  0.61970452,  0.70124706,  0.72990717,
  0.71676420,  0.81294742,  0.84320821,
  0.63120582,  0.77737501,  0.82835228,
  0.60903833,  0.68733896,  0.71297798,
  0.66452601,  0.75811314,  0.78595671,
  0.67162892,  0.76033207,  0.78795356,
  0.68972832,  0.77931914,  0.80801459,
  0.61782036,  0.69736861,  0.72029581,
  0.62282392,  0.71501020,  0.75068689,
  0.79289607,  0.87788654,  0.93828916,
  0.63018009,  0.71283645,  0.74040308,
  0.71568312,  0.79596881,  0.83210527,
  0.57339235,  0.69143448,  0.74185507,
  0.66137714,  0.80031995,  0.85232152,
  0.69274439,  0.77915201,  0.80407957,
  0.65387729,  0.73632379,  0.75856692,
  0.72213139,  0.81226033,  0.83373981,
  0.53886703,  0.69305226,  0.73849997,
  0.79456731,  0.87969278,  0.93335382,
  0.59200139,  0.66573430,  0.68691732,
  0.70162660,  0.80933658,  0.85021408,
  0.60662819,  0.68250464,  0.70727345,
  0.61621764,  0.69603706,  0.71898767,
  0.58677950,  0.65836669,  0.68716705,
  0.67451857,  0.77558070,  0.80230805,
  0.60997198,  0.68113925,  0.71114288,
  0.73825379,  0.81872645,  0.86733047,
  0.73861494,  0.83162932,  0.86371079,
  0.73579843,  0.87086778,  0.92378407,
  0.48518760,  0.54787547,  0.56804590,
  0.64715614,  0.72709342,  0.75694947,
  0.70180044,  0.79108046,  0.81519110,
  0.58299847,  0.66163037,  0.68800500,
  0.67076733,  0.76258826,  0.79672351,
  0.46499478,  0.52588411,  0.54619420,
  0.76336811,  0.86704979,  0.90295655,
  0.69729126,  0.78996517,  0.82137268,
  0.80614075,  0.90418298,  0.94371643,
  0.64997370,  0.73130793,  0.75480296,
  0.79746850,  0.88533371,  0.93965443,
  0.66841866,  0.78370321,  0.83442360,
  0.74035535,  0.83859345,  0.87188208,
  0.70738348,  0.79936879,  0.82842768,
  0.67944752,  0.82790735,  0.88201001,
  0.61704552,  0.82164812,  0.87552865,
  0.66087452,  0.74339282,  0.76720855,
  0.63553052,  0.71885143,  0.74494812,
  0.60487879,  0.68737867,  0.71184454,
  0.80471387,  0.94996321,  1.01200807,
  0.66128600,  0.74885563,  0.77606698,
  0.63770986,  0.75671081,  0.80636329,
  0.70277028,  0.79297480,  0.81899443,
  0.66895222,  0.75247480,  0.77657986,
  0.87363002,  0.98525916,  1.02572021,
  0.62071944,  0.69801992,  0.71738678,
  0.54626899,  0.61895201,  0.64189032,
  0.63275378,  0.72788119,  0.76498218,
  0.76533778,  0.88932100,  0.93937958,
  0.60333705,  0.67899332,  0.70334130,
  0.63026381,  0.70972504,  0.73116207,
  0.65955475,  0.80381019,  0.85634447,
  0.61068530,  0.68914704,  0.71177367,
  0.79053193,  0.90017986,  0.93629956,
  0.75991293,  0.84346838,  0.89522039,
  0.61371497,  0.70493389,  0.72914970,
  0.64253709,  0.72519548,  0.74902448,
  0.87553014,  0.97065547,  1.03021120,
  0.71437787,  0.80346029,  0.82549759,
  0.68998728,  0.78557658,  0.81363839,
  0.74743029,  0.84800951,  0.88177927,
  0.67782968,  0.76913962,  0.80020808,
  0.60693130,  0.68358303,  0.70427413,
  0.71696104,  0.82019563,  0.86004000,
  0.73052515,  0.86585520,  0.91862817,
  0.74443049,  0.85092048,  0.88571311,
  0.60797438,  0.68383320,  0.70572049,
  0.73409926,  0.82614115,  0.85576465,
  0.64642717,  0.73026185,  0.75714977,
  0.65494749,  0.73650846,  0.75971956,
  0.68346702,  0.77334881,  0.80331829,
  0.64280678,  0.72417676,  0.74615855,
  0.80210150,  0.89586549,  0.93530041,
  0.66703360,  0.75249099,  0.78059479,
  0.69782638,  0.78754365,  0.81692030,
  0.63366338,  0.71257372,  0.73505035,
  0.74897417,  0.84609296,  0.87400531,
  0.60028225,  0.67849980,  0.70323035,
  0.66073507,  0.74977235,  0.77635307,
  0.49295068,  0.59889458,  0.63794461,
  0.67692823,  0.76952517,  0.80393992,
  0.74789173,  0.85478218,  0.88972077,
  0.56653221,  0.64590511,  0.67686230,
  0.72404504,  0.81586464,  0.84938842,
  0.67749962,  0.76191997,  0.78624485,
  0.70169802,  0.78935686,  0.81466135,
  0.62128671,  0.79023186,  0.84205224,
  0.65721239,  0.81982595,  0.87358699,
  0.70563679,  0.79350927,  0.81867761,
  0.72681621,  0.80689694,  0.85640507,
  0.63190195,  0.71526188,  0.74304927,
  0.63309182,  0.72419779,  0.75387747,
  0.56976718,  0.65989400,  0.69335966,
  0.70138947,  0.83415733,  0.88934972,
  0.56825751,  0.63945014,  0.65998799,
  0.72326074,  0.80074763,  0.85596902,
  0.70702405,  0.80164173,  0.83348433,
  0.89075785,  1.00275057,  1.03143090,
  0.85360842,  0.97765020,  1.01797614,
  0.73530383,  0.85801847,  0.90757951,
  0.62062953,  0.71061399,  0.74522959,
  0.76062721,  0.85545312,  0.87895650,
  0.59804623,  0.67690194,  0.70318898,
  0.66239258,  0.74773672,  0.77526305,
  0.68724604,  0.77283097,  0.79428746,
  0.61846812,  0.75694890,  0.80653359,
  0.60855970,  0.68564121,  0.71381346,
  0.70630285,  0.79442405,  0.81984862,
  0.57828874,  0.77004021,  0.82053649,
  0.53361459,  0.64731491,  0.68946601,
  0.74149564,  0.83548292,  0.86719237,
  0.67644783,  0.76382773,  0.79194842,
  0.65098699,  0.77557160,  0.82720228,
  0.65512147,  0.74565800,  0.77228004,
  0.65619329,  0.76031387,  0.79887899,
  0.71725286,  0.80824084,  0.83283857,
  0.64223212,  0.73288544,  0.76217150,
  0.76928734,  0.87878314,  0.91464572,
  0.70970068,  0.79688573,  0.82960170,
  0.66874562,  0.75290834,  0.77445207,
  0.77558095,  0.88387948,  0.91622486,
  0.71593459,  0.82137635,  0.84962349,
  0.69348637,  0.78015020,  0.80069328,
  0.80378195,  0.90507852,  0.93240254,
  0.62566446,  0.70526057,  0.72675582,
  0.53487876,  0.60131988,  0.62601601,
  0.93538818,  1.03844941,  1.10216472,
  0.70442548,  0.78171824,  0.82968150,
  0.80318389,  0.89088319,  0.94554440,
  0.71434217,  0.81145435,  0.84507500,
  0.66339523,  0.74844122,  0.77638746,
  0.70135934,  0.79355132,  0.82429234,
  0.81086032,  0.94510428,  0.99938545,
  0.69779833,  0.78501591,  0.81346028,
  0.60823388,  0.70419779,  0.73990506,
  0.72638694,  0.83255637,  0.87323587,
  0.71181519,  0.81073928,  0.83971924,
  0.67691439,  0.76437506,  0.79251609,
  0.75356210,  0.84744956,  0.87431470,
  0.72072652,  0.82921622,  0.87150110,
  0.71803802,  0.79571114,  0.84453296,
  0.65322035,  0.73860646,  0.76708934,
  0.72065234,  0.80005393,  0.84914220,
  0.71441307,  0.80899007,  0.84179494,
  0.67147714,  0.77149745,  0.79802252,
  0.77700477,  0.99092328,  1.05590423,
  0.82261536,  0.92548496,  0.95905577,
  0.67867522,  0.76319024,  0.78738951,
  0.65527598,  0.74416740,  0.77496544,
  0.55057239,  0.62301173,  0.64716434,
  0.77303060,  0.85820324,  0.91085933,
  0.73678235,  0.83580565,  0.86907099,
  0.68686706,  0.78134372,  0.81761444,
  0.65838517,  0.75626751,  0.78224923,
  0.71077998,  0.79929461,  0.82152583,
  0.68493923,  0.77123671,  0.80099562,
  0.59514246,  0.68245636,  0.71068503,
  0.72110115,  0.82931488,  0.87155925,
  0.59339815,  0.71480308,  0.76372074,
  0.63300454,  0.71183246,  0.73435653,
  0.78496968,  0.88445405,  0.91134016,
  0.76681896,  0.86259632,  0.88535061,
  0.74541203,  0.84169021,  0.86940634,
  0.73055600,  0.82166748,  0.84418453,
  0.84755418,  0.96641440,  1.01275757,
  0.66020753,  0.79503153,  0.84940847,
  0.56860531,  0.68098562,  0.72707437,
  0.76493034,  0.87547084,  0.91806371,
  0.70991677,  0.79759267,  0.83034341,
  0.77634755,  0.87881267,  0.91073636,
  0.76741145,  0.87228877,  0.90335671,
  0.75265030,  0.84712337,  0.87975041,
  0.70743490,  0.81620798,  0.85744309,
  0.67650780,  0.76103759,  0.78108712,
  0.69092680,  0.80513938,  0.85132601,
  0.72587324,  0.81651290,  0.83807018,
  0.64452113,  0.77952493,  0.83015269,
  0.69183593,  0.78656581,  0.82178579,
  0.73888207,  0.84333613,  0.88391390,
  0.80720262,  0.95985035,  1.02332392,
  0.72980974,  0.82332236,  0.85407009,
  0.65445133,  0.73595161,  0.75640799,
  0.67308499,  0.74620736,  0.79067720,
  0.73353077,  0.82675550,  0.85807988,
  0.70654177,  0.80275739,  0.83604754,
  0.83963052,  0.96085818,  1.00028733,
  0.70127818,  0.78887678,  0.80968054,
  0.76601024,  0.87256622,  0.90376242,
  0.73728723,  0.86156950,  0.91697453,
  0.70653354,  0.81011408,  0.83792500,
  0.90807470,  1.00812653,  1.06998134,
  0.83060423,  0.93741353,  0.96820804,
  0.85235384,  0.95505469,  0.99674035,
  0.66667416,  0.80658051,  0.85898038,
  0.77982550,  0.88741958,  0.92307085,
  0.66855903,  0.75211350,  0.77623738,
  0.67018876,  0.75640356,  0.78424775,
  0.80074345,  0.90046104,  0.92551985,
  0.72178003,  0.80922538,  0.84458273,
  0.74385650,  0.83650486,  0.86304512,
  0.61877336,  0.69592086,  0.71817301,
  0.77154791,  0.88698396,  0.91753317,
  0.73210030,  0.83339575,  0.87218059,
  0.75340350,  0.86266684,  0.89822939,
  0.77514344,  0.87964027,  0.91082920,
  0.67224916,  0.76849969,  0.79486429,
  0.86223471,  0.96992423,  1.00100810,
  0.96204627,  1.10531310,  1.16058867,
  0.81540501,  0.91991292,  0.95426472,
  0.82822580,  0.93460092,  0.96527990,
  0.67247195,  0.79800410,  0.85037749,
  0.72959654,  0.83321422,  0.86646081,
  0.63795989,  0.71825635,  0.73880947,
  0.64275696,  0.74685684,  0.78888442,
  0.72767519,  0.81913208,  0.85070107,
  0.73552082,  0.87607914,  0.93435384,
  0.75093483,  0.84558056,  0.87111140,
  0.77107326,  0.87375903,  0.90856556,
  0.71312641,  0.79169880,  0.84027443,
  0.69091098,  0.78030742,  0.80903614,
  0.70963751,  0.78782549,  0.83616348,
  0.67525612,  0.76143448,  0.79020555,
  0.69712609,  0.79342731,  0.82175235,
  0.81798193,  0.93003891,  0.97170829,
  0.65703839,  0.77000407,  0.81980529,
  0.66609571,  0.76238744,  0.78854946,
  0.68741243,  0.78164321,  0.80950237,
  0.71467238,  0.79243475,  0.84105554,
  0.87405056,  1.03641755,  1.10423409,
  0.85608120,  0.95040437,  1.00871758,
  0.77438077,  0.87098394,  0.89405357,
  0.85265450,  0.96825984,  1.00731456,
  0.66586225,  0.75219727,  0.77989266,
  0.81008096,  0.93163050,  0.96373459,
  0.79856358,  0.92381341,  0.97062942,
  0.84202290,  0.94736536,  0.97779282,
  0.76684784,  0.87057184,  0.90531982,
  0.69845475,  0.83522888,  0.89154733,
  0.76024789,  0.89207434,  0.94987287,
  0.73295022,  0.82725493,  0.85770739,
  0.69084764,  0.77887027,  0.80833187,
  0.80357924,  0.89036302,  0.94499232,
  0.68275352,  0.76777648,  0.79210616,
  0.80511755,  0.91101984,  0.94633042,
  0.85727308,  0.95172758,  1.01012197,
  0.64779203,  0.72846131,  0.75153416,
  0.76180557,  0.87060867,  0.90047421,
  0.77574869,  0.86045369,  0.91143417,
  0.74289190,  0.83540533,  0.85864728,
  0.63274463,  0.77663154,  0.82755855,
  0.74516738,  0.82575908,  0.87642452,
  0.73801476,  0.83010984,  0.85207422,
  0.81986532,  0.92227851,  0.96016345,
  0.85667325,  0.95544321,  0.99770735,
  0.80346411,  0.90469563,  0.93199983,
  0.74429315,  0.82881600,  0.86625782,
  0.92854282,  1.03084982,  1.09409886,
  0.78394684,  0.88157257,  0.90928017,
  0.77264293,  0.88536018,  0.92192116,
  0.70698657,  0.79740418,  0.82176903,
  0.70319510,  0.80615035,  0.83382415,
  0.79731956,  0.92687948,  0.97923716,
  0.78183222,  0.88925864,  0.92924910,
  0.79332744,  0.90845359,  0.93963140,
  0.71189384,  0.81962476,  0.84785462,
  0.61311766,  0.69223233,  0.71771645,
  0.75675061,  0.84613130,  0.88323830,
  0.83727967,  0.94990888,  0.98773040,
  0.74872284,  0.84782925,  0.88140517,
  0.63210900,  0.71824797,  0.74804437,
  0.68825243,  0.77458293,  0.80236108,
  0.77147532,  0.85415372,  0.90632637,
  0.70712038,  0.79718599,  0.82149672,
  0.71867772,  0.81848520,  0.84773768,
  0.66537913,  0.76104572,  0.79222472,
  0.99208707,  1.10139539,  1.16897283,
  0.74069124,  0.82142820,  0.87182792,
  0.70510241,  0.81411349,  0.85527955,
  0.66302750,  0.74559699,  0.76627508,
  0.81590582,  0.90580246,  0.96137905,
  0.79048915,  0.88076903,  0.92046539,
  0.64605000,  0.74663988,  0.78443778,
  0.78760484,  0.89133320,  0.92370523,
  0.60824417,  0.79734801,  0.84963503,
  0.80345407,  0.90416873,  0.93658799,
  0.61361766,  0.67936296,  0.72081881,
  0.75048334,  0.84396414,  0.87073585,
  0.66329195,  0.76163012,  0.78942320,
  0.64324302,  0.72360823,  0.74267814,
  0.62965809,  0.70943513,  0.73099310,
  0.76038217,  0.85507442,  0.87883560,
  0.82279924,  0.92536465,  0.95466091,
  0.62864227,  0.70706620,  0.72579299,
  0.78516153,  0.88451769,  0.91812432,
  0.87055476,  0.96483662,  1.02431097,
  0.74609392,  0.93820244,  0.99972616,
  0.78567438,  0.99513826,  1.06039561,
  0.78307100,  0.92208411,  0.98210791,
  0.83140316,  0.92318059,  0.97181896,
  0.84696637,  0.96684752,  1.00545744,
  0.79403453,  0.88152139,  0.93560819,
  0.84751826,  0.95406470,  0.99083854,
  0.70515138,  0.79536661,  0.81967337,
  0.78206966,  0.88067423,  0.91466761,
  0.73665883,  0.82924444,  0.85295760,
  0.83148908,  0.95355520,  0.99300478,
  0.66999787,  0.77546380,  0.81477627,
  0.74798757,  0.85023059,  0.88051489,
  0.75610563,  0.86729521,  0.90319417,
  0.82447328,  1.09785568,  1.16984884,
  0.68306328,  0.75628826,  0.80830040,
  0.70622474,  0.91108834,  0.97083402,
  0.80682754,  0.91089005,  0.94086493,
  0.77270441,  0.86910095,  0.89211873,
  0.69973528,  0.77470521,  0.82197298,
  0.71684977,  0.84224993,  0.89691769,
  0.74740967,  0.84579412,  0.87651077,
  0.78497805,  1.04526444,  1.11380888,
  0.65719893,  0.74215481,  0.76660293,
  0.69145390,  0.78475024,  0.81258270,
  0.65484335,  0.77311861,  0.82361989,
  0.71037459,  0.81051997,  0.84029467,
  0.65042326,  0.73669041,  0.76592153,
  0.75155401,  0.85127298,  0.88506328,
  0.76912440,  0.85207253,  0.90435246,
  0.75234497,  0.93209591,  0.99321918,
  0.84243650,  0.95628240,  0.99443610,
  0.72798440,  0.82225236,  0.85252604,
  0.88466434,  1.01080567,  1.05208417,
  0.69520926,  0.77102481,  0.81677280,
  0.73164171,  0.97424261,  1.03812971,
  0.73107541,  0.82825679,  0.86119239,
  0.66231051,  0.74483749,  0.76844328,
  0.75379096,  0.85038881,  0.88214593,
  0.81063754,  0.92386422,  0.96807007,
  0.87854014,  1.01114732,  1.04597015,
  0.78838850,  0.88888283,  0.91599990,
  0.77162388,  0.87012468,  0.90586129,
  0.69094677,  0.77733556,  0.80552140,
  0.75859903,  0.85309406,  0.88015292,
  0.74693255,  0.93621980,  0.99761350,
  0.69138391,  0.77804117,  0.80302740,
  0.76401840,  0.88185128,  0.92642487,
  0.82010125,  0.92225975,  0.95163891,
  0.71497269,  0.80642309,  0.83106499,
  0.68094494,  0.80167294,  0.85384513,
  0.83410668,  0.94154320,  0.97620381,
  0.73739168,  0.83117029,  0.86264818,
  0.80399583,  0.90991812,  0.94296616,
  0.66679143,  0.75119848,  0.77973326,
  0.71542921,  0.79425532,  0.84298781,
  0.70816467,  0.79966374,  0.82600025,
  0.81191835,  0.93195436,  0.97843195,
  0.69407558,  0.78123833,  0.81133489,
  0.73577818,  0.82847219,  0.86043810,
  0.91677624,  1.03304985,  1.07224264,
  0.69026177,  0.80339735,  0.84917709,
  0.77819232,  0.87510567,  0.90287921,
  0.91351999,  1.01417178,  1.07639751,
  0.80055244,  0.88837154,  0.94072482,
  0.69223201,  0.79400886,  0.83289218,
  0.77921455,  0.88041135,  0.90947698,
  0.72365682,  0.81494438,  0.84640871,
  0.74079242,  0.84032906,  0.87163016,
  0.74330552,  0.85220744,  0.88146287,
  0.77541199,  0.87245882,  0.90048775,
  0.74779560,  0.84114916,  0.86337555,
